topic_id,level,main_category,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,indicator_label,calendar,geo_level,default_source,default_unit,frequency,requires_time_selection,chart_type,id_type,val_type,access
gdp_cur_wb,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,01-قیمت جاری,01-بانک جهانی,01-دلاری,,,,,تولید ناخالص داخلی به قیمت جاری (بانک جهانی),میلادی,کشور,بانک جهانی,میلیارد دلار,سالیانه,FALSE,line,time,num,subscriber
gdp_cur_wb_irr,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,01-قیمت جاری,01-بانک جهانی,02-ریالی,,,,,تولید ناخالص داخلی به قیمت جاری (بانک جهانی - ریالی),میلادی,کشور,بانک جهانی,میلیارد تومان,سالیانه,FALSE,line,time,num,subscriber
gdp_cur_imf,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,01-قیمت جاری,02-صندوق بین المللی پول,,,,,,تولید ناخالص داخلی به قیمت جاری (صندوق بین‌المللی پول),میلادی,کشور,صندوق بین‌المللی پول,میلیارد دلار,سالیانه,FALSE,line,time,num,subscriber
gdp_cur_cbi,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,01-قیمت جاری,03-بانک مرکزی,02-سالیانه,,,,,تولید ناخالص داخلی به قیمت جاری (بانک مرکزی - سالانه),خورشیدی,کشور,بانک مرکزی,میلیارد تومان,سالیانه,FALSE,line,time,num,subscriber
gdp_cur_cbi_se,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,01-قیمت جاری,03-بانک مرکزی,02-فصلی,,,,,تولید ناخالص داخلی به قیمت جاری (بانک مرکزی - فصلی),خورشیدی,کشور,بانک مرکزی,میلیارد تومان,فصلی,FALSE,line,time,num,subscriber
gdp_cur_stt,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,01-قیمت جاری,04-مرکز آمار ایران,02-سالیانه,,,,,تولید ناخالص داخلی به قیمت جاری اسمی (مرکز آمار - سالانه),خورشیدی,کشور,مرکز آمار ایران,میلیارد تومان,سالیانه,FALSE,line,time,num,subscriber
gdp_cur_stt_se,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,01-قیمت جاری,04-مرکز آمار ایران,02-فصلی,,,,,تولید ناخالص داخلی به قیمت جاری (مرکز آمار - فصلی),خورشیدی,کشور,مرکز آمار ایران,میلیارد تومان,فصلی,FALSE,line,time,num,subscriber
gdp_cos_wb,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,02-قیمت ثابت,01-بانک جهانی,01-دلاری,,,,,تولید ناخالص داخلی به قیمت ثابت (بانک جهانی),میلادی,کشور,بانک جهانی,میلیارد دلار در سال ۲۰۱۵,سالیانه,FALSE,line,time,num,subscriber
gdp_cos_wb_irr,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,02-قیمت ثابت,01-بانک جهانی,02-ریالی,,,,,تولید ناخالص داخلی به قیمت ثابت (بانک جهانی - ریالی),میلادی,کشور,بانک جهانی,میلیارد تومان ۲۰۱۵,سالیانه,FALSE,line,time,num,subscriber
gdp_cos_cbi,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,02-قیمت ثابت,03-بانک مرکزی,02-سالیانه,,,,,تولید ناخالص داخلی به قیمت ثابت (بانک مرکزی - سالانه),خورشیدی,کشور,بانک مرکزی,میلیارد تومان ۱۴۰۰,سالیانه,FALSE,line,time,num,subscriber
gdp_cos_cbi_se,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,02-قیمت ثابت,03-بانک مرکزی,02-فصلی,,,,,تولید ناخالص داخلی به قیمت ثابت (بانک مرکزی - فصلی),خورشیدی,کشور,بانک مرکزی,میلیارد تومان ۱۴۰۰,فصلی,FALSE,line,time,num,subscriber
gdp_cos_stt,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,02-قیمت ثابت,04-مرکز آمار ایران,02-سالیانه,,,,,تولید ناخالص داخلی به قیمت ثابت (مرکز آمار - سالانه),خورشیدی,کشور,مرکز آمار ایران,میلیارد تومان ۱۴۰۰,سالیانه,FALSE,line,time,num,subscriber
gdp_cos_stt_se,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,02-ارزش اسمی,02-قیمت ثابت,04-مرکز آمار ایران,02-فصلی,,,,,تولید ناخالص داخلی به قیمت ثابت (مرکز آمار - فصلی),خورشیدی,کشور,مرکز آمار ایران,میلیارد تومان ۱۴۰۰,فصلی,FALSE,line,time,num,subscriber
gdp_ppp_cur_wb,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,03-برابری قدرت خرید,01-قیمت جاری,01-بانک جهانی,,,,,,تولید ناخالص داخلی بر اساس برابری قدرت خرید (به قیمت جاری),میلادی,کشور,بانک جهانی,میلیارد دلار بین‌المللی,سالیانه,FALSE,line,time,num,subscriber
gdp_ppp_cur_imf,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,03-برابری قدرت خرید,01-قیمت جاری,02-صندوق بین المللی پول,,,,,,تولید ناخالص داخلی بر اساس برابری قدرت خرید (صندوق بین‌المللی پول),میلادی,کشور,صندوق بین‌المللی پول,میلیارد دلار بین‌المللی,سالیانه,FALSE,line,time,num,subscriber
gdp_ppp_cos_wb,5,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,03-برابری قدرت خرید,02-قیمت ثابت,,,,,,,تولید ناخالص داخلی بر اساس برابری قدرت خرید (به قیمت ثابت),میلادی,کشور,بانک جهانی,میلیارد دلار بین‌المللی ۲۰۲۱,سالیانه,FALSE,line,time,num,subscriber
gdp_gth-wb,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,01-رشد اقتصادی,01-بانک جهانی,,,,,,,رشد اقتصادی (بانک جهانی),میلادی,کشور,بانک جهانی,درصد,سالیانه,FALSE,line,time,num,subscriber
gdp_gth-imf,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,01-رشد اقتصادی,02-صندوق بین المللی پول,,,,,,,رشد اقتصادی (صندوق بین‌المللی پول),میلادی,کشور,صندوق بین‌المللی پول,درصد,سالیانه,FALSE,line,time,num,subscriber
gdp_gth-cbi,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,01-رشد اقتصادی,03-بانک مرکزی,02-سالیانه,,,,,,رشد اقتصادی سالانه (بانک مرکزی),خورشیدی,کشور,بانک مرکزی,درصد,سالیانه,FALSE,line,time,num,subscriber
gdp_gth-cbi_se,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,01-رشد اقتصادی,03-بانک مرکزی,02-فصلی,,,,,,رشد اقتصادی فصلی (بانک مرکزی),خورشیدی,کشور,بانک مرکزی,درصد,فصلی,FALSE,line,time,num,subscriber
gdp_gth-stt,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,01-رشد اقتصادی,04-مرکز آمار ایران,02-سالیانه,,,,,,رشد اقتصادی سالانه (مرکز آمار),خورشیدی,کشور,مرکز آمار ایران,درصد,سالیانه,FALSE,line,time,num,subscriber
gdp_gth-stt_se,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,01-رشد اقتصادی,04-مرکز آمار ایران,02-فصلی,,,,,,رشد تولید ناخالص داخلی (مرکز آمار فصلی),خورشیدی,کشور,مرکز آمار ایران,درصد,فصلی,FALSE,line,time,num,subscriber
gdp_pr_oil,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,04-استانی,01-ارزش اسمی,01-با نفت,,,,,,تولید ناخالص داخلی استانی,خورشیدی,استان,مرکز آمار ایران,میلیارد تومان,سالیانه,TRUE,bar,time,num,subscriber
gdp_pr_no_oil,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,04-استانی,01-ارزش اسمی,02-بدون نفت,,,,,,تولید ناخالص داخلی استانی (بدون نفت),خورشیدی,استان,مرکز آمار ایران,میلیارد تومان,سالیانه,TRUE,bar,time,num,subscriber
gdp_pr_oil_share,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,04-استانی,02-اشتراک گذاری,01-با نفت,,,,,,سهم استان از تولید ناخالص داخلی,خورشیدی,استان,مرکز آمار ایران,درصد,سالیانه,TRUE,bar,time,num,subscriber
gdp_pr_no_oil_share,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,01-ارزش کلی,04-استانی,02-اشتراک گذاری,02-بدون نفت,,,,,,سهم استان تولید ناخالص داخلی (بدون نفت),خورشیدی,استان,مرکز آمار ایران,درصد,سالیانه,TRUE,bar,time,num,subscriber
gdp_cap_cur_wb,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,02-درآمد سرانه,02-ارزش اسمی,01-قیمت جاری,01-بانک جهانی,01-دلاری,,,,,سرانه تولید ناخالص داخلی به قیمت جاری (بانک جهانی),میلادی,کشور,بانک جهانی,دلار,سالیانه,FALSE,line,time,num,subscriber
gdp_cap_cur_wb_irr,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,02-درآمد سرانه,02-ارزش اسمی,01-قیمت جاری,01-بانک جهانی,02-ریالی,,,,,سرانه تولید ناخالص داخلی به قیمت جاری (بانک جهانی - ریالی),میلادی,کشور,بانک جهانی,تومان,سالیانه,FALSE,line,time,num,subscriber
gdp_cap_cur_imf,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,02-درآمد سرانه,02-ارزش اسمی,01-قیمت جاری,02-صندوق بین المللی پول,,,,,,سرانه تولید ناخالص داخلی به قیمت جاری (صندوق بین‌المللی پول),میلادی,کشور,صندوق بین‌المللی پول,دلار,سالیانه,FALSE,line,time,num,subscriber
gdp_cap_cos_wb,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,02-درآمد سرانه,02-ارزش اسمی,02-قیمت ثابت,01-بانک جهانی,01-دلاری,,,,,سرانه تولید ناخالص داخلی به قیمت ثابت (بانک جهانی),میلادی,کشور,بانک جهانی,دلار ۲۰۱۵,سالیانه,FALSE,line,time,num,subscriber
gdp_cap_cos_wb_irr,7,01-اقتصاد کلان,01-تولید ناخالص داخلی,02-درآمد سرانه,02-ارزش اسمی,02-قیمت ثابت,01-بانک جهانی,02-ریالی,,,,,سرانه تولید ناخالص داخلی به قیمت ثابت (بانک جهانی ریالی),میلادی,کشور,بانک جهانی,تومان ۲۰۱۵,سالیانه,FALSE,line,time,num,subscriber
gdp_cap_ppp_wb,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,02-درآمد سرانه,03-برابری قدرت خرید,01-قیمت جاری,01-بانک جهانی,,,,,,سرانه تولید ناخالص داخلی بر اساس برابری قدرت خرید (قیمت جاری),میلادی,کشور,بانک جهانی,دلار بین‌المللی,سالیانه,FALSE,line,time,num,subscriber
gdp_cap_ppp_imf,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,02-درآمد سرانه,03-برابری قدرت خرید,01-قیمت جاری,02-صندوق بین المللی پول,,,,,,سرانه تولید ناخالص داخلی بر اساس برابری قدرت خرید (صندوق بین‌المللی پول),میلادی,کشور,صندوق بین‌المللی پول,دلار بین‌المللی,سالیانه,FALSE,line,time,num,subscriber
gdp_cap_ppp_cos_wb,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,02-درآمد سرانه,03-برابری قدرت خرید,02-قیمت ثابت,01-بانک جهانی,,,,,,سرانه تولید ناخالص داخلی بر اساس برابری قدرت خرید (قیمت ثابت),میلادی,کشور,بانک جهانی,دلار بین‌المللی ۲۰۲۱,سالیانه,FALSE,line,time,num,subscriber
gdp_cap_gth_wb,6,01-اقتصاد کلان,01-تولید ناخالص داخلی,02-درآمد سرانه,01-رشد اقتصادی,,,,,,,,رشد سرانه تولید ناخالص داخلی,میلادی,کشور,بانک جهانی,درصد,سالیانه,FALSE,line,time,num,subscriber
inf_irs_c-t_y,6,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,01-مرکز آمار ایران,01-سالانه,,,,,,نرخ تورم سالانه - مرکز آمار ایران,خورشیدی,کشور,بانک مرکزی ایران,درصد,سالانه,FALSE,line,time,num,subscriber
inf_irs_c-t_m,7,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,01-مرکز آمار ایران,02-ماهانه,03-ماه به ماه,,,,,نرخ تورم ماهانه (ماه به ماه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-t_p,7,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,01-مرکز آمار ایران,02-ماهانه,02-نقطه به نقطه,,,,,نرخ تورم ماهانه (نقطه به نقطه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-t_12,7,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,01-مرکز آمار ایران,02-ماهانه,01-12 ماهه,,,,,نرخ تورم ماهانه (۱۲ ماهه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_cbi_y,6,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,02-بانک مرکزی,01-سالانه,,,,,,نرخ تورم سالانه - بانک مرکزی,خورشیدی,کشور,بانک مرکزی ایران,درصد,سالانه,FALSE,line,time,num,subscriber
inf_cbi_m_t_m,7,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,02-بانک مرکزی,02-ماهانه,,,,,,نرخ تورم ماهانه (ماه به ماه) - بانک مرکزی,خورشیدی,کشور,بانک مرکزی ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_cbi_m_t_p,7,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,02-بانک مرکزی,02-ماهانه,03-ماه به ماه,,,,,نرخ تورم ماهانه (نقطه به نقطه) - بانک مرکزی,خورشیدی,کشور,بانک مرکزی ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_cbi_m_t_12,7,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,02-بانک مرکزی,02-ماهانه,02-نقطه به نقطه,,,,,نرخ تورم ماهانه (۱۲ ماهه) - بانک مرکزی,خورشیدی,کشور,بانک مرکزی ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_wb_y,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,03-بانک جهانی,,,,,,,نرخ تورم سالانه - بانک جهانی,میلادی,کشور,بانک جهانی,درصد,سالانه,FALSE,line,time,num,subscriber
inf_imf_y,6,01-اقتصاد کلان,02-تورم,01-نرخ تورم,01-کل,04-صندوق بین المللی پول,,,,,,,نرخ تورم سالانه - صندوق بین‌المللی پول,میلادی,کشور,صندوق بین‌المللی پول,درصد,سالانه,FALSE,line,time,num,subscriber
inf_irs_c-f_m,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,02-خوراکی,03-ماه به ماه,,,,,,,نرخ تورم ماهانه مواد غذایی (ماه به ماه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-f_p,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,02-خوراکی,02-نقطه به نقطه,,,,,,,نرخ تورم ماهانه مواد غذایی (نقطه به نقطه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-f_12,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,02-خوراکی,01-12 ماهه,,,,,,,نرخ تورم ماهانه مواد غذایی (۱۲ ماه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-nf_m,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,03-غیرخوراکی,03-ماه به ماه,,,,,,,نرخ تورم ماهانه غیرخوراکی (ماه به ماه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-nf_p,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,03-غیرخوراکی,02-نقطه به نقطه,,,,,,,نرخ تورم ماهانه غیرخوراکی (نقطه به نقطه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-nf_12,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,03-غیرخوراکی,01-12 ماهه,,,,,,,نرخ تورم ماهانه غیرخوراکی (۱۲ ماهه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-h_m,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,04-مسکن,03-ماه به ماه,,,,,,,نرخ تورم ماهانه مسکن (ماه به ماه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-h_p,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,04-مسکن,02-نقطه به نقطه,,,,,,,نرخ تورم ماهانه مسکن (نقطه به نقطه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
inf_irs_c-h_12,5,01-اقتصاد کلان,02-تورم,01-نرخ تورم,04-مسکن,01-12 ماهه,,,,,,,نرخ تورم ماهانه مسکن (۱۲ ماهه) - مرکز آمار ایران,خورشیدی,کشور,مرکز آمار ایران,درصد,ماهانه,FALSE,line,time,num,subscriber
cpi_cbi_m_t_y-95,7,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,01-کل,02-بانک مرکزی,1395 = 100,01-سالانه,,,,,کل شاخص قیمت مصرف‌کننده - بانک مرکزی (۱۳۹۵ = ۱۰۰),خورشیدی,کشور,بانک مرکزی ایران,,ماهانه,FALSE,line,time,num,subscriber
cpi_cbi_m_t_95,7,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,01-کل,02-بانک مرکزی,1395 = 100,02-ماهانه,,,,,کل شاخص قیمت مصرف‌کننده - بانک مرکزی (۱۳۹۵ = ۱۰۰),خورشیدی,کشور,بانک مرکزی ایران,,ماهانه,FALSE,line,time,num,subscriber
cpi_cbi_m_t_y_00,7,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,01-کل,02-بانک مرکزی,1400 = 100,01-سالانه,,,,,کل شاخص قیمت مصرف‌کننده - بانک مرکزی (۱۴۰۰ = ۱۰۰),خورشیدی,کشور,بانک مرکزی ایران,,سالانه,FALSE,line,time,num,subscriber
cpi_cbi_m_t_00,7,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,01-کل,02-بانک مرکزی,1400 = 100,02-ماهانه,,,,,کل شاخص قیمت مصرف‌کننده - بانک مرکزی (۱۴۰۰ = ۱۰۰),خورشیدی,کشور,بانک مرکزی ایران,,ماهانه,FALSE,line,time,num,subscriber
cpi_irs_c-y_t,6,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,01-کل,01-مرکز آمار ایران,01-سالانه,,,,,,کل شاخص قیمت مصرف‌کننده - مرکز آمار ایران (۱۴۰۰ = ۱۰۰),خورشیدی,کشور,مرکز آمار ایران,,سالانه,FALSE,line,time,num,subscriber
cpi_irs_c-t,6,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,01-کل,01-مرکز آمار ایران,02-ماهانه,,,,,,کل شاخص قیمت مصرف‌کننده - مرکز آمار ایران (۱۴۰۰ = ۱۰۰),خورشیدی,کشور,مرکز آمار ایران,,ماهانه,FALSE,line,time,num,subscriber
cpi_wb_y,6,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,01-کل,03-بانک جهانی,,,,,,,شاخص قیمت مصرف‌کننده - بانک جهانی (۲۰۱۰ = ۱۰۰),میلادی,کشور,بانک جهانی,,سالانه,FALSE,line,time,num,subscriber
cpi_irs_c-y_f,6,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,02-خوراکی,01-مرکز آمار ایران,01-سالانه,,,,,,شاخص قیمت مصرف‌کننده مواد غذایی - مرکز آمار ایران (۱۴۰۰ = ۱۰۰),خورشیدی,کشور,مرکز آمار ایران,,سالانه,FALSE,line,time,num,subscriber
cpi_irs_c-f,6,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,02-خوراکی,01-مرکز آمار ایران,02-ماهانه,,,,,,شاخص قیمت مصرف‌کننده مواد غذایی - مرکز آمار ایران (۱۴۰۰ = ۱۰۰),خورشیدی,کشور,مرکز آمار ایران,,ماهانه,FALSE,line,time,num,subscriber
cpi_irs_c-h,5,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,04-مسکن,01-مرکز آمار ایران,,,,,,,شاخص قیمت مصرف‌کننده مسکن - مرکز آمار ایران (۱۴۰۰ = ۱۰۰),خورشیدی,کشور,مرکز آمار ایران,,ماهانه,FALSE,line,time,num,subscriber
cpi_irs_c-nf,5,01-اقتصاد کلان,02-تورم,02-شاخص قیمت,03-غیرخوراکی,03-غیرخوراکی,,,,,,,شاخص قیمت مصرف‌کننده غیرخوراکی - مرکز آمار ایران (۱۴۰۰ = ۱۰۰),خورشیدی,کشور,مرکز آمار ایران,,ماهانه,FALSE,line,time,num,subscriber
mr_$_azad_y_p,6,06-بازار,01-نرخ ارز,01-USD,01-بازار آزاد,01-متوسط سالانه,01-تقویم خورشیدی,,,,,,میانگین قیمت سالانه یک دلار آمریکا (بازار آزاد) - تقویم خورشیدی,persian,کشور,بانک مرکزی,تومان,سالانه,FALSE,line,time,num,subscriber
mr_$_azad_y_g,6,06-بازار,01-نرخ ارز,01-USD,01-بازار آزاد,01-متوسط سالانه,02-تقویم میلادی,,,,,,میانگین قیمت سالانه یک دلار آمریکا (بازار آزاد) - تقویم میلادی,gregorian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,سالانه,FALSE,line,time,num,subscriber
$_azad_m_p,6,06-بازار,01-نرخ ارز,01-USD,01-بازار آزاد,02-متوسط ماهانه,01-تقویم خورشیدی,,,,,,میانگین قیمت ماهانه یک دلار آمریکا (بازار آزاد) - تقویم خورشیدی,persian,کشور,بانک مرکزی,تومان,ماهانه,FALSE,line,time,num,subscriber
mr_$_azad_m_g,6,06-بازار,01-نرخ ارز,01-USD,01-بازار آزاد,02-متوسط ماهانه,02-تقویم میلادی,,,,,,میانگین قیمت ماهانه یک دلار آمریکا (بازار آزاد) - تقویم میلادی,gregorian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,ماهانه,FALSE,line,time,num,subscriber
$_nima_y_p,6,06-بازار,01-نرخ ارز,01-USD,02-نیمایی,01-متوسط سالانه,01-تقویم خورشیدی,,,,,,میانگین قیمت سالانه یک دلار آمریکا (نیما) - تقویم خورشیدی,persian,کشور,بانک مرکزی,تومان,سالانه,FALSE,line,time,num,subscriber
$_nima_y_g,6,06-بازار,01-نرخ ارز,01-USD,02-نیمایی,01-متوسط سالانه,02-تقویم میلادی,,,,,,میانگین قیمت سالانه یک دلار آمریکا (NIMA) - تقویم میلادی,gregorian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,سالانه,FALSE,line,time,num,subscriber
$_nima_m_p,6,06-بازار,01-نرخ ارز,01-USD,02-نیمایی,02-متوسط ماهانه,01-تقویم خورشیدی,,,,,,میانگین قیمت ماهانه یک دلار آمریکا (نیما) - تقویم خورشیدی,persian,کشور,بانک مرکزی,تومان,ماهانه,FALSE,line,time,num,subscriber
$_nima_m_g,6,06-بازار,01-نرخ ارز,01-USD,02-نیمایی,02-متوسط ماهانه,02-تقویم میلادی,,,,,,میانگین قیمت ماهانه یک دلار آمریکا (نیما) - تقویم میلادی,gregorian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,ماهانه,FALSE,line,time,num,subscriber
$_mob_y_p,6,06-بازار,01-نرخ ارز,01-USD,03-مرکز مبادله,01-متوسط سالانه,01-تقویم خورشیدی,,,,,,میانگین قیمت سالانه یک دلار آمریکا (مبادله) - تقویم خورشیدی,persian,کشور,بانک مرکزی,تومان,سالانه,FALSE,line,time,num,subscriber
$_mob_y_g,6,06-بازار,01-نرخ ارز,01-USD,03-مرکز مبادله,01-متوسط سالانه,02-تقویم میلادی,,,,,,میانگین قیمت سالانه یک دلار آمریکا (مبادله) - تقویم میلادی,gregorian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,سالانه,FALSE,line,time,num,subscriber
$_mob_m_p,6,06-بازار,01-نرخ ارز,01-USD,03-مرکز مبادله,02-متوسط ماهانه,01-تقویم خورشیدی,,,,,,میانگین قیمت ماهانه یک دلار آمریکا (مبادله) - تقویم خورشیدی,persian,کشور,بانک مرکزی,تومان,ماهانه,FALSE,line,time,num,subscriber
$_mob_m_g,6,06-بازار,01-نرخ ارز,01-USD,03-مرکز مبادله,02-متوسط ماهانه,02-تقویم میلادی,,,,,,میانگین قیمت ماهانه یک دلار آمریکا (مبادله) - تقویم میلادی,gregorian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,ماهانه,FALSE,line,time,num,subscriber
g_mesg_y_p,6,06-بازار,02-طلا,02-وزنی,01-مثقال,01-متوسط سالانه,01-تقویم خورشیدی,,,,,,میانگین قیمت سالانه یک مثقال طلا - تقویم خورشیدی,persian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,سالانه,FALSE,line,time,num,subscriber
g_mesg_y_g,6,06-بازار,02-طلا,02-وزنی,01-مثقال,01-متوسط سالانه,02-تقویم میلادی,,,,,,میانگین قیمت سالانه یک مثقال طلا - تقویم میلادی,gregorian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,سالانه,FALSE,line,time,num,subscriber
g_mesg_m_p,6,06-بازار,02-طلا,02-وزنی,01-مثقال,02-متوسط ماهانه,01-تقویم خورشیدی,,,,,,میانگین قیمت ماهانه یک مثقال طلا - تقویم خورشیدی,persian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,ماهانه,FALSE,line,time,num,subscriber
g_mesg_m_g,6,06-بازار,02-طلا,02-وزنی,01-مثقال,02-متوسط ماهانه,02-تقویم میلادی,,,,,,میانگین قیمت ماهانه یک مثقال طلا - تقویم میلادی,gregorian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,ماهانه,FALSE,line,time,num,subscriber
g_cb_y_p,6,06-بازار,02-طلا,01-سکه,01-بهار آزادی,01-متوسط سالانه,01-تقویم خورشیدی,,,,,,میانگین قیمت سالانه یک سکه طلا (بهار) - تقویم خورشیدی,persian,کشور,بانک مرکزی,تومان,سالانه,FALSE,line,time,num,subscriber
g_cb_y_g,6,06-بازار,02-طلا,01-سکه,01-بهار آزادی,01-متوسط سالانه,02-تقویم میلادی,,,,,,میانگین قیمت سالانه یک سکه طلا (بهار) - تقویم میلادی,gregorian,کشور,شبکه اطلاع‌رسانی طلا و ارز,تومان,سالانه,FALSE,line,time,num,subscriber
g_cb_m_p,6,06-بازار,02-طلا,01-سکه,01-بهار آزادی,02-متوسط ماهانه,01-تقویم خورشیدی,,,,,,میانگین قیمت ماهانه یک سکه طلا (بهار) - تقویم خورشیدی,persian,کشور,بانک مرکزی,تومان,ماهانه,FALSE,line,time,num,subscriber
